DATE,PM2.5,PM10,TEMP,HUMI,TEMP_UNIT
 
2022-02-06 00:00:00,2.9,5.0,19.5,49.5, C
2022-02-06 00:05:00,2.6,4.2,19.5,49.5, C
2022-02-06 00:10:00,2.2,3.7,19.6,49.5, C
2022-02-06 00:15:00,2.9,4.8,19.6,49.4, C
2022-02-06 00:20:00,2.7,4.9,19.5,49.7, C
2022-02-06 00:25:00,2.6,5.2,19.6,49.7, C
2022-02-06 00:30:00,2.7,4.7,19.6,49.6, C
2022-02-06 00:35:00,2.8,4.5,19.6,49.6, C
2022-02-06 00:40:00,2.7,4.7,19.5,49.7, C
2022-02-06 00:45:00,2.4,4.5,19.5,49.7, C
2022-02-06 00:50:00,2.2,3.7,19.4,49.7, C
2022-02-06 00:55:00,2.1,3.4,19.3,49.6, C
2022-02-06 01:00:00,1.8,2.8,19.3,49.6, C
2022-02-06 01:05:00,2.8,5.0,19.2,49.8, C
2022-02-06 01:10:00,1.8,3.2,19.1,49.7, C
2022-02-06 01:15:00,2.9,5.2,19.1,49.7, C
2022-02-06 01:20:00,2.8,4.0,19.0,49.8, C
2022-02-06 01:25:00,2.6,4.4,19.0,49.4, C
2022-02-06 01:30:00,2.5,4.5,18.9,49.4, C
2022-02-06 01:35:00,2.1,3.3,18.9,49.7, C
2022-02-06 01:40:00,1.7,2.5,18.9,49.6, C
2022-02-06 01:45:00,2.9,4.7,18.8,49.8, C
2022-02-06 01:50:00,2.6,4.4,18.8,50.0, C
2022-02-06 01:55:00,2.3,4.1,18.7,50.0, C
2022-02-06 02:00:00,2.3,3.6,18.7,50.1, C
2022-02-06 02:05:00,1.7,3.0,18.6,50.2, C
2022-02-06 02:10:00,2.0,3.2,18.5,50.3, C
2022-02-06 02:15:00,2.0,3.4,18.5,50.2, C
2022-02-06 02:20:00,1.7,2.8,18.5,50.3, C
2022-02-06 02:25:00,1.9,3.0,18.4,50.5, C
2022-02-06 02:30:00,2.2,3.9,18.3,50.7, C
2022-02-06 02:35:00,1.9,3.3,18.2,50.8, C
2022-02-06 02:40:00,2.5,4.2,18.3,50.5, C
2022-02-06 02:45:00,1.8,3.3,18.3,50.6, C
2022-02-06 02:50:00,2.0,3.6,18.3,50.5, C
2022-02-06 02:55:00,2.1,3.5,18.2,50.7, C
2022-02-06 03:00:00,2.0,3.5,18.3,50.7, C
2022-02-06 03:05:00,2.2,3.2,18.2,50.9, C
2022-02-06 03:10:00,2.2,3.7,18.2,50.6, C
2022-02-06 03:15:00,2.0,3.3,18.1,50.3, C
2022-02-06 03:20:00,1.9,3.4,18.0,50.1, C
2022-02-06 03:25:00,1.6,3.2,17.9,49.9, C
2022-02-06 03:30:00,1.9,3.1,17.8,50.0, C
2022-02-06 03:35:00,1.8,2.2,17.8,50.0, C
2022-02-06 03:40:00,1.8,3.4,17.7,50.0, C
2022-02-06 03:45:00,1.9,3.1,17.7,50.0, C
2022-02-06 03:50:00,1.3,2.4,17.7,49.9, C
2022-02-06 03:55:00,1.4,2.5,17.7,49.7, C
2022-02-06 04:00:00,1.8,3.0,17.7,49.7, C
2022-02-06 04:05:00,1.5,2.4,17.7,49.6, C
2022-02-06 04:10:00,2.0,3.1,17.7,49.6, C
2022-02-06 04:15:00,2.0,3.1,17.6,49.6, C
2022-02-06 04:20:00,1.3,2.2,17.6,49.6, C
2022-02-06 04:25:00,1.8,2.6,17.6,49.9, C
2022-02-06 04:30:00,1.3,2.3,17.6,49.9, C
2022-02-06 04:35:00,1.2,2.2,17.6,50.0, C
2022-02-06 04:40:00,1.9,3.3,17.6,50.2, C
2022-02-06 04:45:00,1.6,2.3,17.7,50.1, C
2022-02-06 04:50:00,1.7,3.1,17.7,50.1, C
2022-02-06 04:55:00,2.1,3.7,17.7,50.1, C
2022-02-06 05:00:00,2.3,3.8,17.6,50.4, C
2022-02-06 05:05:00,2.5,4.4,17.5,50.4, C
2022-02-06 05:10:00,3.1,4.8,17.4,50.6, C
2022-02-06 05:15:00,3.3,5.7,17.3,50.8, C
2022-02-06 05:20:00,2.7,4.4,17.3,50.7, C
2022-02-06 05:25:00,2.8,4.9,17.3,50.4, C
2022-02-06 05:30:00,2.6,4.2,17.3,50.1, C
